News_ID,News_loc,Article_title,Article_headline,Image_source,News_Source,Article_text
111,Tamil Nadu News,Caught on CCTV: Chennai man dies after falling from speeding train's footboard,"CCTV captured the death of a 24-year-old man who lost his life after he accidentally fell from a moving train at a local railway station in Tamil Nadu's Chennai. The incident happened at the Saidapet railway station while the man was travelling on the Vaigai Express, where he was sitting on the footboard of an unreserved coach. 

According to the police, the man was identified as Balamurugan, who hailed from Cuddalore. 

The footage shows that the Vaigai Express train departed from Egmore railway station at around 1.30 pm. When the train passed the Saidapet railway station at around 2.00 pm, Balamurugan's leg unexpectedly got caught in the narrow space between the platform and the coach. 

He then fell out and was dragged for nearly 30 feet, after which his head hit the coach at a high speed, leading to his death on the spot. 

The Railway Police retrieved Balamurugan's body and sent it for autopsy. A case was registered and further investigation into the matter is underway. ",https://akm-img-a-in.tosshub.com/indiatoday/images/video/202410/caught-on-cctv-chennai-man-dies-after-falling-from-speeding-trains-footboard-033830409-1x1.jpg?VersionId=gN2BGej1PleWihZH2L2qj7PaQ0dRuHP3&size=115:115,https://www.indiatoday.in/india/tamil-nadu/video/caught-on-cctv-tamil-nadu-man-dies-after-falling-off-train-in-chennai-2610706-2024-10-03,"CCTV captured the death of a 24-year-old man who lost his life after he accidentally fell from a moving train at a local railway station in Tamil Nadu's Chennai. The incident happened at the Saidapet railway station while the man was travelling on the Vaigai Express, where he was sitting on the footboard of an unreserved coach. According to the police, the man was identified as Balamurugan, who hailed from Cuddalore. The footage shows that the Vaigai Express train departed from Egmore railway station at around 1.30 pm. When the train passed the Saidapet railway station at around 2.00 pm, Balamurugan's leg unexpectedly got caught in the narrow space between the platform and the coach. He then fell out and was dragged for nearly 30 feet, after which his head hit the coach at a high speed, leading to his death on the spot. The Railway Police retrieved Balamurugan’s body and sent it for autopsy. A case was registered and further investigation into the matter is underway. Watch this episode of Election Despatch to find out what locals have to say about the issues on which they will vote and which party has the edge in this election. Kareena Kapoor, along with her son Taimur, and Karan Johar's children, Yash and Ruhi among others, attended the birthday bash of Angad Bedi and Neha Dhupia's son, Guriq. Kareena Kapoor, along with her son Taimur, and Karan Johar's children, Yash and Ruhi among others, attended the birthday bash of Angad Bedi and Neha Dhupia's son, Guriq. Tamil actor Rajinikanth's daughter, Soundarya Rajinikanth, offered prayers for her father's recovery at a temple in Chennai. Rajinikanth was admitted to a local hospital after experiencing stomach pain on Monday, September 30."
112,Kerala News,Kerala Chief Minister orders SIT probe into alleged sabotage of Thrissur Pooram,The SIT will investigate the alleged failures of police officers related to the disruption of the annual temple festival in April this year. ,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202410/kerala--pinarayi-vijayan-034800777-1x1.png?VersionId=arzRwvRdgs6USoPOqw27QFETW1BpfVSm&size=115:115,https://www.indiatoday.in/india/kerala/story/kerala-cabinet-orders-probe-thrissur-pooram-disruption-2610763-2024-10-03,"Kerala Chief Minister Pinarayi Vijayan announced that the state cabinet has decided to form a Special Investigation Team (SIT) to conduct a three-tier investigation into the alleged sabotage of this year’s Thrissur Pooram festivities. The SIT, led by state crime branch chief H. Venkatesh, will investigate the alleged failures of police officers related to the disruption of the annual temple festival. ADGP (Law and Order) MR Ajith Kumar is accused of conspiring with the RSS for undisclosed reasons. On April 19, the day of Thrissur Pooram, police used excessive force to control the crowd and imposed strict restrictions, including limiting entry and setting up barricades. The fireworks display, a key attraction, was held during the day for the first time in history as a protest against the ""unusual police restrictions."" Following these incidents, action was taken against the Thrissur city police commissioner and assistant commissioner. The previous investigation, led by Ajith Kumar, was submitted to the Chief Minister on September 24, but the Opposition dismissed it as a farce, accusing Kumar of blaming the temple board for the disruption and ignoring police failings. The probe team will now look into various accusations surrounding the event. Senior Intelligence officer Manoj Abraham will investigate any lapses by officers across departments tasked with festival duties. This new investigation follows claims that the previous report, submitted by Ajith Kumar, was inadequate. The Chief Minister stated that the Director General of Police had already noted lapses on Ajith Kumar's part. The cabinet has directed the state police chief to investigate further and submit a detailed report. The enquiry comes amid allegations by the Opposition and former Left-backed Independent MLA PV Anvar that the disruption was aimed at benefiting the BJP in the Thrissur Lok Sabha seat, which BJP’s Suresh Gopi won by a significant margin."
113,India News,"Marathi, Pali, Prakrit, Assamese, Bengali now among classical languages","The number of classical Indian languages has now reached 11 as Tamil, Sanskrit, Telugu, Kannada, Malayalam and Oriya had already got the tag.  ",https://akm-img-a-in.tosshub.com/indiatoday/images/story/202410/ashwini-vaishnav--ups-031255216-16x9_0.jpg?VersionId=yTBY4nBfuFlCSDo97OfC_w6Pp3byfOvw&size=690:388,https://www.indiatoday.in/india/story/marathi-pali-prakrit-assamese-bengali-classical-languages-2610800-2024-10-03,"The Union government on Thursday conferred the classical language tag to five more Indian languages, including Marathi and Bengali. The five more languages that have been recognised as classical languages are Marathi, Bengali, Pali, Prakrit and Assamese, Information and Broadcasting Minister Ashwini Vaishnaw announced the decision in a media briefing on Thursday. The decision was taken at a meeting of the Union Cabinet chaired by Prime Minister Narendra Modi. ""This is a historical decision and this decision goes very well with Prime Minister Narendra Modi and the NDA government's philosophy of taking ride in our culture, taking pride in our heritage and taking pride in all the Indian languages and the rich heritage that we have,"" Vaishnaw said at a cabinet briefing. After the announcement, Prime Minister Narendra Modi took to X (formerly Twitter) and expressed his thoughts on the government's move. ""Our Government cherishes and celebrates India's rich history and culture. We have also been unwavering in our commitment to popularising regional languages. I am extremely glad the Cabinet has decided that Assamese, Bengali, Marathi, Pali and Prakrit will be conferred the status of Classical Languages! Each of them are beautiful languages, highlighting our vibrant diversity. Congratulations to everyone"", PM Modi posted on X. Our Government cherishes and celebrates India's rich history and culture. We have also been unwavering in our commitment to popularising regional languages.I am extremely glad the Cabinet has decided that Assamese, Bengali, Marathi, Pali and Prakrit will be conferred theâæ
— Narendra Modi (@narendramodi)October 3, 2024 Also, Assam Chief Minister Himanta Biswa Sarma thanked PM Narendra Modi and the Union government for conferring classical language status to Assamese. ""ASSAMESE IS NOW A CLASSICAL LANGUAGE On behalf of the people of Assam, I extend my gratitude to Hon’ble Prime Minister Shri@narendramodiJi and the entire Union Cabinet for the historic decision to accord Assamese the status of Classical Language. Assamese joins a select group of languages to enjoy this status"", Sarma posted on X. ""This exemplifies the unique civilisational roots of Assam that have withstood the test of time. With today’s decision, we shall be able to better preserve our beloved mother tongue, which not only unites our society but also forms an unbroken link to the ancient wisdom of Assam’s saints, thinkers, writers and philosophers"", he added. Maharashtra Deputy Chief Minister Devendra Fadnavis also expressed his gratitude towards PM Modi and the Union Cabinet for fulfilling the state's 'long-standing' demand of according classical language status to Marathi. ""I express my gratitude to Prime Minister Narendra Modi and the entire Union Cabinet that they accepted our longstanding demand that Marathi language should be given the status of a classical language. From today, our Marathi language will be known as an elite language. This is a day to be written in golden letters. Prime Minister Modi Ji, thank you very much"", Fadnavis wrote on X. Meanwhile, West Bengal Chief Minister and Trinamool Congress (TMC) president Mamata Banerjee expressed happiness over Bengali being accorded the honour. ""Most happy to share that Bengali/ Bangla has been finally accorded the status of a classical language by Government of India. We had been trying to snatch this recognition from the Ministry of Culture, GOI, and we had submitted three volumes of research findings in favour of our contention. The Union government has accepted our well-researched claim today evening, and we finally reach the cultural apex in the body of languages in India"", the TMC chief posted on X. The number of classical Indian languages has now reached 11 as Tamil, Sanskrit, Telugu, Kannada, Malayalam and Oriya had already got the coveted status."
114,India News,Protests in Kolkata after Class 9 student hit by excavator dies,The student was allegedly hit by an excavator on Wednesday while on his way to a coaching centre. ,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202410/excavator-032238140-1x1.jpeg?VersionId=9SI6l2m9lzNy5S8Rb77KUBRWr3OICAzw&size=115:115,https://www.indiatoday.in/india/story/protests-kolkata-class-9-student-hit-by-excavator-dies-2610775-2024-10-03,"A Class 9 student was killed in Kolkata after he was hit by an excavator involved in road-repair work. The accident led to widespread outrage, with local residents and BJP workers taking to the streets, demanding the immediate presence of local Trinamool Congress councillor, Anita Kar Majumder, to address the situation. Residents complained about the poor condition of the roads, which they believe contributed to the student's death.(Image: India Today) The student was allegedly hit by an excavator on Wednesday while on his way to a coaching centre. Despite being rushed to the hospital with severe head injuries, the student could not be saved. As tensions rose on Thursday, Kolkata Police officers, including local police station's Officer-in-Charge, Tirthankar Dey, were allegedly harassed by the protesting crowd when they attempted to restore order. Assistant Commissioner Pradeep Ghoshal also faced resistance from the protesters.(Image: India Today) The situation escalated, prompting Deputy Commissioner of Police, Bidisha Kalita Dasgupta, to arrive with a larger police force to calm the crowd. Five people were arrested for allegedly harassing the police on duty. BJP leader and former Rajya Sabha MP, Roopa Ganguly, claimed that Kolkata Police had selectively arrested BJP leader Ruby Mondal and other BJP supporters. In response, Roopa Ganguly staged a sit-in protest at Bansdroni police station, demanding justice. She was arrested as she continued her protest outside the police station. Ganguly was later granted bail in the case. The BJP workers have accused the authorities of failing to take action against the excavator operators responsible for the student's death."
115,Karnataka News,Case filed against HD Kumaraswamy after party leader accuses him of extortion,JD(S) social media vice president Vijay Tata has filed a complaint against Union Minister HD Kumaraswamy and MLC Ramesh Gowda for alleged extortion.,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202410/hd-kumaraswamy-03151672-1x1.jpg?VersionId=05_uWRs5PIOmmdWZ18Ec8xB3sPdsua8l&size=115:115,https://www.indiatoday.in/india/karnataka/story/hd-kumaraswamy-union-minister-extortion-case-jds-leader-vijay-tata-accusation-2610727-2024-10-03,"A case was registered against Union Minister HD Kumaraswamy after a leader from his party, Janata Dal (Secular), Vijaya Tata, accused the former Karnataka Chief Minister of extortion, police said on Thursday. In a complaint filed on October 1, Vijay Tata claimed that JD(S) leader Ramesh Gowda visited his house on August 24, dialled Kumaraswamy's number, and made him talk to the Union minister, who demanded money from him. Kumaraswamy allegedly demanded Rs 50 crore from Tata for the Channapatna bypoll, threatening him that if the money was not arranged, it would be difficult for him to run his real estate business or even survive in Bengaluru. In his complaint, Tata further alleged that Ramesh Gowda told him that a ticket had been confirmed for Nikhil Kumaraswamy (HD Kumaraswamy's son) to contest the bypolls from Channapatna, and Rs 50 crore was required for that. Nikhil Kumaraswamy was fielded by the JD(S) from Channapatna Assembly constituency for bypolls as his father HD Kumaraswamy vacated the seat after he was elected to Lok Sabha in June. ""During a casual conversation, he handed over the phone to Kumaraswamy. In the previous elections, we had covered all the expenses for his campaign. This time, Kumaraswamy told us it was a matter of prestige and requested that we arrange Rs 50 crore for him"", Tata claimed. ""I explained that it was impossible for us to arrange that amount, as all our projects were pending. He became furious when I said that. He demanded Rs 50 crore at any cost and warned me, saying he wouldn’t allow me to survive in Bengaluru. He told me it would be very difficult to complete my projects and then disconnected the call,"" he added. Acting on the complaint, the Amruthahalli police filed a case against Kumaraswamy and Ramesh Gowda under sections 3(5),308(2),351(2)) of the Bharatiya Nyay Sanhita (BNS), 2023. HD Kumaraswamy was elected as an MP from Karnataka's Mandya after the Lok Sabha election results were announced on June 4 and was appointed as the Union Minister for Heavy Industries and Steel. Meanwhile, in a separate case, an FIR was registered against Karnataka BJP MLA Basanagouda Patil Yatnal for his statement alleging that a ""great leader had set aside Rs 1,000 crore"" to become the Chief Minister of Karnataka, in a veiled dig at Siddaramaiah. The FIR was registered after a complaint filed by the Congress at the High Grounds police station."
116,India News,Iranian attack on Israel brings trouble for India's international flyers,"Military tensions in West Asia have forced airlines to take longer routes to Europe, meaning costlier flight tickets.",https://akm-img-a-in.tosshub.com/indiatoday/images/story/202410/flight-031815817-1x1.jpg?VersionId=EdC7uvSVj9U0AkHOaAPUMFqlE3hdvu4t&size=115:115,https://www.indiatoday.in/india/story/iranian-attack-on-israel-trouble-for-india-international-flyers-israel-hezbollah-conflict-2610770-2024-10-03,"Iran’s missile attack has disrupted the global civil aviation industry, forcing several airlines to divert their flights and later redraw flight paths to avoid the airspace of Iran, Iraq, Syria, and Israel. Some international flights passing over Iran were mid-flight when Iran began launching ballistic missiles at Israel on the night of 1 October, in retaliation for crippling Tehran-supported militias in the region. According to flight tracking site Flightradar24, two flights of the German carrier Lufthansa – operating between Frankfurt and Mumbai & Hyderabad, LH756 and LH752 respectively – turned back from Turkish airspace before entering Iran during the missile attack. Polish airline LOT’s Warsaw-Mumbai flight and Air India’s London-Mumbai flight were also in Iranian airspace at the time of the attack. While LOT’s flight LO75 was diverted to Baku airport in Azerbaijan, Air India’s flight AIC128 continued its journey to Mumbai. On 2 October, Lufthansa cancelled its flights from Hyderabad to Frankfurt (LH753/01) and from Mumbai to Frankfurt (LH757/01) due to tensions in West Asia, according to flight tracking data. “Passengers have been rerouted or accommodated,” Jeffrey James, Head of Lufthansa Group Communications - Asia Pacific, told news agency PTI. Lufthansa operates around 65 weekly flights from Europe to India. As tensions continue, airlines – particularly those operating between India and Europe – have redrawn their flight paths to avoid Iran and other countries where Iran-backed militia groups are active. The situation is similar for flights making stopovers in Gulf and Arab countries. For instance, Qatar Airways’ Delhi-London & Delhi-Milan flights, and Etihad’s Mumbai-London flight EY17 now fly over Saudi Arabia and Egypt instead of Iraq. On 2 October, some flights to and from India were delayed. In a statement, Air India said that all its flights are assessed daily for potential security or safety risks, whether in the Middle East or any other part of its route network. ""Adjustments are made, if required, to avoid areas of risk with minimal impact on our non-stop operations. The situation is being closely monitored,"" the airline said. Air India has already suspended flights to Tel Aviv (Israel) until further notice. Other global airlines have also diverted or cancelled flights post-attack, with regional airports, including in Lebanon, Israel, and Kuwait, showing significant delays. Emirates has announced it is cancelling all regular flights to/from Iraq (Basra and Baghdad), Iran (Tehran), and Jordan (Amman) on 4 and 5 October. “We continue to closely monitor the situation in the region and are in contact with the relevant authorities regarding developments,” it said in a statement on Thursday. ""Most airlines have rerouted flights away from Iran, with the northern route taking flights through Azerbaijan, Turkmenistan, Afghanistan, Pakistan, and India on their way to Asia, and the southern route flying over Egypt and Saudi Arabia,"" said FlightRadar24 spokesperson Ian Petchenik, according to Reuters. Concerns over travel disruption as the conflict intensifies have also affected shares in the travel and airline sectors. Iran launched its largest missile attack against Israel on Tuesday night in retaliation for Israel's campaign against Iran-backed Hezbollah in Lebanon, prompting a threat from Israel of a ""painful response."" Among Indian carriers, Vistara’s VTI023 Mumbai-Paris, Mumbai-Frankfurt flight UK27, New Delhi-Frankfurt VTI025, as well as Air India’s London-Mumbai flight AIC128, have started taking a circuitous route through Tajikistan and Turkmenistan from 2 October, as per Flightradar24 data."
117,Kerala News,Pinarayi Vijayan urges Malayalis in Middle East to heed to safety notices,Kerala Chief Minister Pinarayi Vijayan urged Malayalis living in the conflict zone in the Middle East conflict zones to follow safety advisories from the Ministry of External Affairs and NORKA Roots. ,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202410/upfront---kerala-pinarayi-090300978-16x9.jpg?VersionId=kCeyx61tLEF8r8F9Hvvwu4z2lFQgkn2q&size=690:388,https://www.indiatoday.in/india/kerala/story/pinarayi-vijayan-tells-malayalis-in-middle-east-to-follow-mea-guidelines-slams-israel-2610723-2024-10-03,"Kerala Chief Minister Pinarayi Vijayan on Thursday requested Malayalis living in conflict zones in the Middle East to follow the safety guidelines issued by the Ministry of External Affairs and NORKA Roots (Non-Resident Keralites Affairs). Speaking at a press conference in Thiruvananthapuram, Vijayan stressed the importance of adhering to these instructions as tensions between Israel and Iran escalated. ""Imperialism is once again setting the stage for another war in the Middle East,"" he said, voicing strong criticism against Israel’s actions in the region. He stated that Israel's aggressive stance, despite global public opinion and a United Nations General Assembly resolution calling for its withdrawal, was pushing the Middle East towards a full-scale war. The Chief Minister accused Israel of ignoring international calls for peace and singled out the United States and NATO for continuing to support Israel’s ""atrocities in Palestine."" ""We are at a time when we don’t know if the world is going into a war,"" said Vijayan, expressing concern about the worsening situation. At the press conference, the Kerala Chief Minister also criticised the central government for its inadequate response to the Wayanad landslides, which claimed several lives and caused massive damage. Vijayan stated that Kerala had requested an emergency relief fund of Rs 291 crore from the National Disaster Response Fund (NDRF), but so far, only Rs 145.6 crore had been sanctioned, and this was not specific to the disaster. Vijayan urged the Centre to release the necessary funds promptly, stating that Kerala is still reeling from the devastation caused by the landslides."
118,Karnataka News,"Karnataka couple alleges baby mix-up: Told we had a girl, handed dead boy",The woman claimed that the hospital staff had informed her that she gave birth to a baby girl before the newborn was rushed to neonatal intensive care unit.,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202410/baby-gender-mix-up-03441010-1x1.png?VersionId=mrmxqIoTQjQ6w6fEAP4g78C4jFPKp.ie&size=115:115,https://www.indiatoday.in/india/karnataka/story/karnataka-couple-alleges-baby-mix-up-gender-boy-girl-koppal-2610697-2024-10-03,"In a tragic case of hospital negligence, a woman in Karnataka alleged that she was told she had delivered a girl, but was handed over the body of a baby boy. The incident was reported in Koppal District Maternity and Children's Hospital. The woman, identified as Gauri, claimed she was wrongly informed about the gender of her newborn, leading to a devastating mix-up. Gauri was admitted to the hospital on September 23, and gave birth in the early hours of September 25. Due to the baby’s low weight, the newborn was immediately transferred to the hospital's neonatal intensive care unit (NICU) for monitoring. Gauri says the medical staff initially informed her she had given birth to a girl. However, on October 2, hospital staff broke the devastating news that the baby had died. When Gauri and her family arrived to see the child, they were shocked to discover that the deceased infant was a boy, not the girl they were expecting. ""We were told we had a girl, but now they've handed us a dead boy. We want our baby back,"" Gauri said, grief-stricken. Hospital authorities, acknowledging the possibility of a mistake, stated the mix-up could have occurred during the transfer of the newborn between departments. They have assured the family that a full investigation will be conducted."
119,Karnataka News,Sorry for speaking the truth: Minister after his remarks on Savarkar spark row,"A political controversy erupted after Karnataka Minister Dinesh Gundu Rao claimed that Savarkar was not only a meat-eater, who consumed beef, but also propagated the practice publicly.",https://akm-img-a-in.tosshub.com/indiatoday/images/story/202410/karnataka-minister-dinesh-gundu-rao-100744159-1x1.jpg?VersionId=Y8NrD9g33AclVLfusC.KcyrP3Z8QjgM.&size=115:115,https://www.indiatoday.in/india/karnataka/story/dinesh-gundu-rao-on-savarkar-karnataka-congress-mla-health-minister-2610729-2024-10-03,"Senior Congress leader and Karnataka Health Minister Dinesh Gundu Rao on Thursday remained firm on his previous remarks on Hindutva ideologue Vinayak Damodar Savarkar and said he was""sorry for speaking the truth"". A political controversy erupted after Rao, while addressing an event in Bengaluru to mark Gandhi Jayanti, claimed that Savarkar was not only a meat-eater, who consumed beef, but also propagated the practice publicly. ""Once again, sorry for speaking the truth!"" Rao said in a post on X after his remarks triggered a political stir and BJP took strong objection to it. ""Savarkar, a 'Chitpavan Brahmin', used to eat meat. He was a non-veg eater and he was not against cow slaughter. He was modern in a way. Some say that he used to eat beef as well. As a Brahmin, he used to eat meat and was openly propagating eating meat. So he had that thinking,"" the minister claimed earlier in the day. His remarks drew sharp criticism from the BJP, which questioned why the Congress was always targeting Hindus. ""Congress' God is Tipu Sultan. Why are you Congress people always targeting Hindus? Why not Muslims? The Congress mindset is like this. Hindus have given a verdict in the elections. Every Hindu will teach them a lesson,"" BJP leader R Ashok said. Even Maharashtra Deputy Chief Minister Devendra Fadnavis attacked the grand old party and said that Rahul Gandhi began defaming Savarkar and now others are just taking his narrative forward. ""These people do not know anything about Savarkar. They insult Savarkar ji again and again. Savarkar ji has expressed his views on cows very well. He has said that the cow helps the farmer from his birth till his death, hence we have given the status of a god to the cow,"" Fadnavis said."
120,Law News,Centre defends marital rape exception: Reasonable sexual access...,"In its response filed before the Supreme Court, the Centre argued that the issue of marital rape is more of a social concern than a legal one and requires extensive consultations with various stakeholders before any decision can be made.",https://akm-img-a-in.tosshub.com/indiatoday/images/story/202410/marital-rape-032747407-1x1.jpeg?VersionId=4VL91ETbiJkyxi2tirrPpgmic.N7ZciR&size=115:115,https://www.indiatoday.in/india/law-news/story/marital-rape-centre-supreme-court-response-legal-social-stakeholders-consultations-2610724-2024-10-03,"The Centre has opposedpetitions seeking the criminalisation of marital rape, standing by the current laws on rape, which make an exception for sexual relations between a husband and wife. In its response filed before the Supreme Court, the Centre said that in marriage ""there exists a continuing expectations, by either of the spouse, to have reasonable sexual access from the other"". The Centre, however, clarified that the expectations do not entitle the husband to coerce or force his wife into sex against her will. In the response, the Centre argued that the issue of marital rape is more of a social concern than a legal one and requires extensive consultations with various stakeholders before any decision can be made. It contended that marriage in India is regarded as an institution of reciprocal obligations, where vows are considered inviolable. It stated that while the consent of women within marriage is statutorily protected, the penal provisions governing this are different. ""...the sexual aspect is but one of the many facets of the relationships between husband and wife, on which the bedrock of their marriage rests,"" it said. The Centre argued that sufficient legal remedies already exist under current statutes for victims of marital abuse, and striking down the exception could destabilise the institution of marriage. The Supreme Court is currently hearing an appeal against thesplit verdict of the Delhi High Courton the validity of Exception 2 to Section 375 of the Indian Penal Code, which exempts husbands from being charged with rape within marriage. The Delhi High Court had delivereda divided ruling,with Justice Rajiv Shakdher declaring the provision unconstitutional, while Justice C Hari Shankar upheld it. In addition, the Supreme Court had stayed a judgement from the Karnataka High Court that refused to quash rape charges against a man accused of sexually assaulting his wife and holding her as a sex slave. Petitioners, including activist Ruth Manorama, have argued that the marital rape exception violates women’s consent, bodily autonomy, and dignity, calling for its removal. The Centre, however, insists that any decision on criminalising marital rape must be made by the legislature, not the judiciary, given its far-reaching social consequences."
